track_id,primary_style,artist,primary_artist,title,fold,label_status,purity_grade,status,duration,chunk_count,time_shape,bar_shape,song_shape,audio_sha256
1b0fdbbffc8d0e98,amapiano,Remy Baggins,Remy Baggins,Sample,2,model_audited,A,cached,228.84957885742188,,"[458, 13, 768]","[141, 13, 768]","[13, 768]",1b0fdbbffc8d0e98688fc7502ab66bdf150016ab5358b4e4961633bfb3b0410b
1c495e2c042293db,amapiano,"DJ Shawn,L.A.X,Reekado Banks",DJ Shawn,BADDEST,3,model_audited,A,cached,225.48899841308594,,"[451, 13, 768]","[102, 13, 768]","[13, 768]",1c495e2c042293db340f884768ee04197b7a57bccb26f7eb77bd28fe16fc1032
1f5e732a369cc1be,jazz_hiphop,GAGLE,GAGLE,Love Note (Original Instrumental),0,model_audited,A,cached,261.5640869140625,,"[524, 13, 768]","[97, 13, 768]","[13, 768]",1f5e732a369cc1becc273b4587ae50abbec5d5dee185fcf35db7aedca62f8f15
2421bf94e8c0430c,boombap,Wreckx-N-Effect,Wreckx-N-Effect,Rump Shaker,2,model_audited,A,cached,355.760009765625,,"[712, 13, 768]","[151, 13, 768]","[13, 768]",2421bf94e8c0430cd78c3c700786359fb2d01bd6e85a9ca5d7de3e18e34aab79
246e6a0378742289,funk,The Reddings,The Reddings,Doin' It,1,model_audited,A,cached,276.48004150390625,,"[553, 13, 768]","[139, 13, 768]","[13, 768]",246e6a03787422897e28ee1544aa63bccd45bc75b0299cc0c75f1aee259732a4
30542f6b6f86e278,disco,Michael Fortunati,Michael Fortunati,Give Me Up,3,model_audited,A,cached,225.4267120361328,,"[451, 13, 768]","[116, 13, 768]","[13, 768]",30542f6b6f86e2789810b6cb9bb550bbce27b197597dcb2b6ec241693bfc1efa
44108e04909e6bd1,breakbeat,Sonz of a Loop Da Loop Era,Sonz of a Loop Da Loop Era,Far Out,0,model_audited,A,cached,295.7757873535156,,"[592, 13, 768]","[170, 13, 768]","[13, 768]",44108e04909e6bd101d27a5ebbf8c8a310f354d16ba32b96fc1ce13b806f526f
441fc43b35110f9b,disco,Divine,Divine,Shoot Your Shot,0,model_audited,A,cached,386.06475830078125,,"[773, 13, 768]","[222, 13, 768]","[13, 768]",441fc43b35110f9b50f1862b6e05b5eb8789619da0e06072efe199663c9df097
4901bfdc3cf959f2,breakbeat,ankokushinwa,ankokushinwa,Lose Control,2,model_audited,A,cached,284.11767578125,,"[569, 13, 768]","[161, 13, 768]","[13, 768]",4901bfdc3cf959f2899f7ee182aad3153b5d839bfa2ea1b650713b9a43269844
49d4ac83da372eab,funk,Bruno Mars,Bruno Mars,24K Magic (1),0,model_audited,C,cached,225.98312377929688,,"[452, 13, 768]","[97, 13, 768]","[13, 768]",49d4ac83da372eab5722524cb71d732dca8d14bcd6eb5f21393026c8d0e2986f
506d0d59407ac4c5,disco,Ken Laszlo,Ken Laszlo,Tonight,2,model_audited,A,cached,347.4933776855469,,"[695, 13, 768]","[180, 13, 768]","[13, 768]",506d0d59407ac4c53c1af6bab9216b58d5dce51f7c922af9b7e65e87e8f5dc8b
5f7a688d0c0dff4e,jazz_hiphop,Nieve,Nieve,Playback (feat. Ine),1,model_audited,C,cached,271.6133728027344,,"[544, 13, 768]","[104, 13, 768]","[13, 768]",5f7a688d0c0dff4e1bc7b9ae70470b8fe2afe69ecafd75397755e6668dc7eb5e
61926ee832b5095d,amapiano,"Ms Dee,A-Star",Ms Dee,Yensa,0,model_audited,A,cached,326.10003662109375,,"[653, 13, 768]","[167, 13, 768]","[13, 768]",61926ee832b5095d266abd56abf569a4cfdbfdafbc75378d15fa80078b5dbb68
61f26b2414652cfe,dancehall,"DJ Snake,Justin Bieber",DJ Snake,Let Me Love You,0,model_audited,A,cached,205.94667053222656,,"[412, 13, 768]","[84, 13, 768]","[13, 768]",61f26b2414652cfe39e8d98802ca7999301f4bf42135d5de63ac9e7a5167d651
64f489707fddc310,afro_afrobeats,Doja Cat,Doja Cat,Woman,0,model_audited,A,cached,172.68682861328125,,"[346, 13, 768]","[77, 13, 768]","[13, 768]",64f489707fddc3101438f447d1cf35b1675b7bfd7bb79a9c266fdfb010027665
660a7b9fd0a7eca8,jersey_club,Yamaica,Yamaica,Shake The Room Jersey Club,3,model_audited,C,cached,215.45799255371094,,"[431, 13, 768]","[164, 13, 768]","[13, 768]",660a7b9fd0a7eca81b19b0dbb2d00bc63232410e41e2f31c85fa17762cefa945
68e1b6036f7f3d0d,house,Cassius,Cassius,Feeling for You,1,model_audited,C,cached,277.8133239746094,,"[556, 13, 768]","[152, 13, 768]","[13, 768]",68e1b6036f7f3d0dfc316caa9bdc95f4b3d00331cce57e9b7c5a29d11f08b975
6aa43bf8997b9757,grime_uk_hiphop,"Skrillex,Missy Elliott,Mr. Oizo",Skrillex,RATATA,2,model_audited,A,cached,126.77420806884766,,"[254, 13, 768]","[66, 13, 768]","[13, 768]",6aa43bf8997b97571097a958043260e838a4aee716e25ee1bca7ed68a4cc79f5
6b70bdcea259890c,funk,Bruno Mars,Bruno Mars,Treasure (1),0,model_audited,A,cached,178.55999755859375,,"[358, 13, 768]","[87, 13, 768]","[13, 768]",6b70bdcea259890c30a4585bcb4254a7692772d5e9a05cb6bb1a63140bc883ef
6f1731cc39ec867d,trap,"Trip Lee,Thi'sl",Trip Lee,Lazarus,3,model_audited,C,cached,281.7289733886719,,"[564, 13, 768]","[102, 13, 768]","[13, 768]",6f1731cc39ec867d2f231c673c49f13fe94d710971149c0d1dac95cb71f25d0a
79b8034c69bfb4de,grime_uk_hiphop,"Redlight,Kam-Bu,Tia Carys",Redlight,I Like,0,model_audited,A,cached,157.27395629882812,,"[315, 13, 768]","[89, 13, 768]","[13, 768]",79b8034c69bfb4de05c891b560f24bc3ca763880b79a26ea8b8c07bfaeae3cb8
7ae130bf79ad0b47,amapiano,"Costa Titch,CΓÇÖBuda M,Alfa Kat",Costa Titch,Big Flexa,2,model_audited,A,cached,327.08026123046875,,"[655, 13, 768]","[183, 13, 768]","[13, 768]",7ae130bf79ad0b474a4109a3cb068cd867c5f4f1be62a28d0c399452b7b0c855
7c28de573d1db91e,boombap,Manafest,Manafest,Bounce,1,model_audited,C,cached,190.413330078125,,"[381, 13, 768]","[86, 13, 768]","[13, 768]",7c28de573d1db91e6dd372c1f79f5ae9a5b72f152d3bc793c3d27fa2373a2eee
8609b4e8327adfe2,house,Mujuice,Mujuice,Gone Gone Gone,2,model_audited,A,cached,401.2750549316406,,"[803, 13, 768]","[236, 13, 768]","[13, 768]",8609b4e8327adfe21adc3ab72af799f2751483bab888bda00c5cbd194e7d6914
86facefc6cb91411,jersey_club,IShowSpeed,IShowSpeed,Big Girls,3,model_audited,A,cached,135.21128845214844,,"[271, 13, 768]","[80, 13, 768]","[13, 768]",86facefc6cb91411d57e5136e3ab8b9610707c716cc1fe4d507c9166070abe18
8728534e623361f3,jazz_hiphop,"Shing02,Cradle Orchestra",Shing02,Ampersand,2,model_audited,A,cached,277.1301574707031,,"[555, 13, 768]","[113, 13, 768]","[13, 768]",8728534e623361f3587005b72c0c698507f715ffe2f585e074c4a0d6a9dc5d10
8978aa380e85155e,boombap,Gramatik,Gramatik,Lonely & Cold,1,model_audited,C,cached,190.75,,"[382, 13, 768]","[81, 13, 768]","[13, 768]",8978aa380e85155e8a2dbc87f140c030a1a5fed29339b235958965b8baa50263
8ce53e9395381408,jazz_hiphop,"Uyama Hiroto,Cise Starr",Uyama Hiroto,Soul Of Freedom,1,model_audited,C,cached,302.3333740234375,,"[605, 13, 768]","[136, 13, 768]","[13, 768]",8ce53e93953814086ae03093be6d285b794767b8b0bf061a833f24b1e1a6f74a
9008996c0865ce47,baile_funk,The Weeknd,The Weeknd,Sa╠âo Paulo,3,model_audited,A,cached,301.6231689453125,,"[604, 13, 768]","[193, 13, 768]","[13, 768]",9008996c0865ce4778de5eff56504d8ad938d71112a0d80104fce972fbbc4b44
90b739cb337d1003,dancehall,Justin Bieber,Justin Bieber,Sorry,2,model_audited,A,cached,200.7866668701172,,"[402, 13, 768]","[89, 13, 768]","[13, 768]",90b739cb337d10030cc582cc2fd0bea61c88b8e98f862da3a49aa6daa371d6ee
94f7145943172f32,grime_uk_hiphop,"Fred again..,Skepta,PlaqueBoyMax",Fred again..,Victory Lap Five,3,model_audited,A,cached,344.5714111328125,,"[690, 13, 768]","[171, 13, 768]","[13, 768]",94f7145943172f32bcc019f588bb01610fa8120378a702d09907d22879a2c7d1
a51ea8ccae8992c6,dancehall,Stefflon Don,Stefflon Don,16 Shots,3,model_audited,A,cached,224.72792053222656,,"[450, 13, 768]","[94, 13, 768]","[13, 768]",a51ea8ccae8992c6f06f564a14c3145e70c4b27a4558280a418b23dc7b0af9e7
a9a3ae9c675678f6,disco,Rick Astley,Rick Astley,Never Gonna Give You Up,3,model_audited,B,cached,212.39999389648438,,"[425, 13, 768]","[129, 13, 768]","[13, 768]",a9a3ae9c675678f624f6d1c3a6f8c1c798e3269b16fa7d5cc3a9be55971826d6
ace27450c5d5ab36,jersey_club,"YK ACE,Unicorn151",YK ACE,Come Up,1,model_audited,A,cached,161.07537841796875,,"[323, 13, 768]","[104, 13, 768]","[13, 768]",ace27450c5d5ab365e64616eae425aded757fd05bc91bccb4a11af4cb65a8e0c
af4abf1b2f376930,dancehall,Chris Brown,Chris Brown,Questions,3,model_audited,A,cached,128.7447052001953,,"[258, 13, 768]","[57, 13, 768]","[13, 768]",af4abf1b2f3769305105bef0650e7dbc25d754a851b96b55d3d18eec10271ad7
afc2c5c171a1fce8,boombap,"Nujabes,Shing02",Nujabes,Luv(sic.) Part 3 (feat. Shing02),0,model_audited,C,cached,336.86669921875,,"[674, 13, 768]","[133, 13, 768]","[13, 768]",afc2c5c171a1fce80ef0481c2eaa586766cfed81ee282ed13e78045d7d303cce
b3f6c0aa6864581c,trap,Mahogany Lox,Mahogany Lox,Wylin',0,model_audited,C,cached,141.369873046875,,"[283, 13, 768]","[44, 13, 768]","[13, 768]",b3f6c0aa6864581c436675414134db0c282f3a614a9857d9e30c44b365b79fd9
b6591545584d43e0,grime_uk_hiphop,"Flava D,Stush",Flava D,Energy,0,model_audited,A,cached,212.6714630126953,,"[426, 13, 768]","[65, 13, 768]","[13, 768]",b6591545584d43e0a6fdeb1c4a692202573fc95f16800dae9496622a521a89ea
b8ffcc19b1cb7e07,house,Edu Imbernon,Edu Imbernon,Talgo,0,model_audited,A,cached,416.3929138183594,,"[833, 13, 768]","[211, 13, 768]","[13, 768]",b8ffcc19b1cb7e0798a9e29b6d0b29811bae76c0fda845d630afc88c94c440be
bd261eec5af100ee,baile_funk,Dj Scuff,Dj Scuff,Clap Clap,0,model_audited,C,cached,145.73716735839844,,"[292, 13, 768]","[81, 13, 768]","[13, 768]",bd261eec5af100ee721c4b128403eb8e7f431bdbde2cc1ef2dbc13153bca6773
c6b932fd11db127b,breakbeat,Congress,Congress,40 Miles,0,model_audited,A,cached,328.887451171875,,"[658, 13, 768]","[170, 13, 768]","[13, 768]",c6b932fd11db127bcf74cd65e6de910aca57ba4b3fa5c7966a3ff2bb191e3bf0
c7ec310ec6b714c8,afro_afrobeats,Tyla,Tyla,Truth or Dare,1,model_audited,A,cached,190.45008850097656,,"[381, 13, 768]","[99, 13, 768]","[13, 768]",c7ec310ec6b714c831cf2dcf64e36ba8d29d2d639a5f9e8a039fa94551fbfc59
cbd413e0e1c43d7e,funk,Pages,Pages,If I Saw You Again,3,model_audited,A,cached,205.42666625976562,,"[411, 13, 768]","[93, 13, 768]","[13, 768]",cbd413e0e1c43d7e419f4f23797b25598f59570880815d2b9c33d5b2f1744269
d11e0b16330b9731,trap,Tyga,Tyga,Lightskin Lil Wayne,2,model_audited,A,cached,153.57533264160156,,"[308, 13, 768]","[65, 13, 768]","[13, 768]",d11e0b16330b97317d773a171768257daab50e144bad5bccc81d14c62451890a
d6bc87ba8daaaa9d,jersey_club,Implaccable,Implaccable,DSK,0,model_audited,A,cached,74.26604461669922,,"[149, 13, 768]","[25, 13, 768]","[13, 768]",d6bc87ba8daaaa9d4178a58b60587019c448d9e1cf0a80c9fbdc3498d1aefb4e
d762327fee24ce3e,afro_afrobeats,Tyla,Tyla,Water,1,model_audited,A,cached,200.31858825683594,,"[401, 13, 768]","[97, 13, 768]","[13, 768]",d762327fee24ce3e04af0b9f782c783681c682e0c10ac7956f39963ddb9607c1
d8e167ca8fe99139,afro_afrobeats,"Lojay,Sarz,Chris Brown",Lojay,Monalisa,3,model_audited,B,cached,212.9757080078125,,"[426, 13, 768]","[100, 13, 768]","[13, 768]",d8e167ca8fe99139729a48e21ca4667f2199bdc5f5fa504d3e5cabb617d9ccd6
dcc387e31f96b0f7,disco,Fred Ventura,Fred Ventura,Leave Me Alone,1,model_audited,A,cached,336.01416015625,,"[673, 13, 768]","[169, 13, 768]","[13, 768]",dcc387e31f96b0f72a6de064199680780d7684e9b8fa8406ce209e4dbd4eafb5
dfa2711a5ba3f541,baile_funk,"Tion Wayne,LeoStayTrill,MJ Cole",Tion Wayne,Crazy Love,0,model_audited,C,cached,120.51342010498047,,"[242, 13, 768]","[63, 13, 768]","[13, 768]",dfa2711a5ba3f541fb471ce9c00ad263e9be1e0aecd33e1ac0cab7c9bf79777b
ec77d16b9f1c0372,house,XG,XG,SOMETHING AIN'T RIGHT,2,model_audited,C,cached,190.6666717529297,,"[382, 13, 768]","[117, 13, 768]","[13, 768]",ec77d16b9f1c0372f32608aa535f06d2b9739ba574e909c20d6d58c3514e11a1
eeab700d2f17b14f,trap,Lil Nas X,Lil Nas X,Old Town Road,1,model_audited,A,completed,113.0,45,"[226, 13, 768]","[38, 13, 768]","[13, 768]",eeab700d2f17b14f5c6ba8296c52c026cfc0ad4a0f0067783fd078060a49707f
f0697213cb363c43,grime_uk_hiphop,Stormzy,Stormzy,Cold,1,model_audited,A,cached,156.9600372314453,,"[314, 13, 768]","[91, 13, 768]","[13, 768]",f0697213cb363c4373049e22da02614831bb6fa8bb3bf4c1c5049e822dda2079
f2b99cc618ddbeeb,baile_funk,JENNIE,JENNIE,like JENNIE,1,model_audited,A,cached,123.51753997802734,,"[248, 13, 768]","[67, 13, 768]","[13, 768]",f2b99cc618ddbeeb7eae3119d65e7d54925c698fbd23baea112a3ebc0c25bdd1
f2c81091b622e284,funk,Chipper,Chipper,Let's Groove,2,model_audited,C,cached,238.72438049316406,,"[478, 13, 768]","[122, 13, 768]","[13, 768]",f2c81091b622e28460c2e50181df063647abf0b035f036fea70c1b63da309ae2
f73c75305b8a88de,breakbeat,Baby D,Baby D,Let Me Be Your Fantasy - Original Mix,3,model_audited,A,cached,469.9178466796875,,"[940, 13, 768]","[240, 13, 768]","[13, 768]",f73c75305b8a88de4dfb66ff61805d98c7955cbce4e69111132785996b6468cb
